RCDT,Site Number,Site Name,Site Address,Site City,Site County,Site Zip,Zip 5,Free Eligibles,Reduced Eligibles,Free and Reduced,Enrollment,Eligibility Percent,Participates in CEP
7016110002,11303,Charles J Sahs Elem School,5001 S Long Ave,Chicago,Cook,60638-1733,60638,359,0,359,359,100%,X
15016299025,11834,Amundsen High School,5110 N Damen Ave,Chicago,Cook,60625-1317,60625,1234,0,1234,1234,100%,X
15016299025,11835,Austin College and Career Academy High School,231 N Pine Ave,Chicago,Cook,60644-2333,60644,251,0,251,251,100%,X
15016299025,11836,Bogan High School,3939 W 79th St,Chicago,Cook,60652-2301,60652,812,0,812,812,100%,X
15016299025,11839,Carver Military Academy HS,13100 S Doty Ave,Chicago,Cook,60827-1597,60827,488,0,488,488,100%,X
15016299025,11840,Crane Medical Prep HS,2245 W Jackson Blvd,Chicago,Cook,60612-2910,60612,496,0,496,496,100%,X
15016299025,11842,Urban Prep Chtr Acad Englewood HS,6201 S Stewart Ave,Chicago,Cook,60621-3247,60621,269,0,269,269,100%,X
15016299025,11843,Farragut Career Academy HS,2345 S Christiana Ave,Chicago,Cook,60623-3217,60623,739,0,739,739,100%,X
15016299025,11844,Fenger Academy High School,11220 S Wallace St,Chicago,Cook,60628-4728,60628,338,0,338,338,100%,X
15016299025,11845,Foreman High School,3235 N Leclaire Ave,Chicago,Cook,60641-4290,60641,807,0,807,807,100%,X
15016299025,11846,Gage Park High School,5630 S Rockwell St,Chicago,Cook,60629-1030,60629,382,0,382,382,100%,X
15016299025,11847,Harlan Community Academy HS,9652 S Michigan Ave,Chicago,Cook,60628-1415,60628,427,0,427,427,100%,X
15016299025,11848,Harper High School,6520 S Wood St,Chicago,Cook,60636-3002,60636,151,0,151,151,100%,X
15016299025,11849,Hirsch Metropolitan High School,7740 S Ingleside Ave,Chicago,Cook,60619-3207,60619,170,0,170,170,100%,X
15016299025,11850,Hubbard High School,6200 S Hamlin Ave,Chicago,Cook,60629-4030,60629,1807,0,1807,1807,100%,X
15016299025,11851,Hyde Park Academy High School,6220 S Stony Island Ave,Chicago,Cook,60637-2998,60637,898,0,898,898,100%,X
15016299025,11852,Kelly High School,4136 S California Ave,Chicago,Cook,60632-1817,60632,1917,0,1917,1917,100%,X
15016299025,11853,Kelvyn Park High School,4343 W Wrightwood Ave,Chicago,Cook,60639-2060,60639,465,0,465,465,100%,X
15016299025,11854,Kennedy High School,6325 W 56th St,Chicago,Cook,60638-2539,60638,1411,0,1411,1692,83.37%,X
15016299025,11855,Kenwood Academy High School,5015 S Blackstone Ave,Chicago,Cook,60615-3086,60615,1494,0,1494,1776,84.11%,X
15016299025,11856,Lake View High School,4015 N Ashland Ave,Chicago,Cook,60613-2593,60613,1382,0,1382,1435,96.3%,X
15016299025,11857,Lane Technical High School,2501 W Addison St,Chicago,Cook,60618-5902,60618,2884,0,2884,4461,64.64%,X
15016299025,11858,Lindblom Math & Science Acad HS,6130 S Wolcott Ave,Chicago,Cook,60636-2100,60636,958,0,958,1333,71.81%,X
15016299025,11859,Marshall Metropolitan High School,3250 W Adams St,Chicago,Cook,60624-2901,60624,391,0,391,391,100%,X
15016299025,11860,Mather High School,5835 N Lincoln Ave,Chicago,Cook,60659-4610,60659,1421,0,1421,1454,97.7%,X
15016299025,11861,Morgan Park High School,1744 W Pryor Ave,Chicago,Cook,60643-3497,60643,1302,0,1302,1302,100%,X
15016299025,11862,Orr Academy High School,730 N Pulaski Rd,Chicago,Cook,60624-1063,60624,295,0,295,295,100%,X
15016299025,11863,Phillips Academy High School,244 E Pershing Rd,Chicago,Cook,60653-2222,60653,672,0,672,672,100%,X
15016299025,11864,Roosevelt High School,3436 W Wilson Ave,Chicago,Cook,60625-5318,60625,1125,0,1125,1125,100%,X
15016299025,11865,Schurz High School,3601 N Milwaukee Ave,Chicago,Cook,60641-3033,60641,1780,0,1780,1780,100%,X
15016299025,11866,Senn High School,5900 N Glenwood Ave,Chicago,Cook,60660-3312,60660,2031,0,2031,2031,100%,X
15016299025,11868,King College Prep High School,4445 S Drexel Blvd,Chicago,Cook,60653-3551,60653,560,0,560,628,89.04%,X
15016299025,11869,Steinmetz College Prep HS,3030 N Mobile Ave,Chicago,Cook,60634-4041,60634,1310,0,1310,1311,99.92%,X
15016299025,11870,Sullivan High School,6631 N Bosworth Ave,Chicago,Cook,60626-4223,60626,767,0,767,767,100%,X
15016299025,11871,Taft High School,6530 W Bryn Mawr Ave,Chicago,Cook,60631-3185,60631,2190,0,2190,3385,64.69%,X
15016299025,11872,Tilden Career Communty Academy HS,4747 S Union Ave,Chicago,Cook,60609-4437,60609,283,0,283,283,100%,X
15016299025,11873,Von Steuben Metro Science HS,5039 N Kimball Ave,Chicago,Cook,60625-4905,60625,1436,0,1436,1732,82.87%,X
15016299025,11874,Lincoln Park High School,2001 N Orchard St,Chicago,Cook,60614-4404,60614,1345,0,1345,2145,62.66%,X
15016299025,11875,Washington G High School,3535 E 114th St,Chicago,Cook,60617-7021,60617,1455,0,1455,1455,100%,X
15016299025,11876,Wells Community Academy HS,936 N Ashland Ave,Chicago,Cook,60622-5118,60622,403,0,403,403,100%,X
15016299025,11877,Chicago Vocational Career Acad HS,2100 E 87th St,Chicago,Cook,60617-3011,60617,940,0,940,940,100%,X
15016299025,11878,Dunbar Vocational Career Acad HS,3000 S King Dr,Chicago,Cook,60616-3452,60616,532,0,532,532,100%,X
15016299025,11880,Jones College Prep High School,700 S State St,Chicago,Cook,60605-2109,60605,888,0,888,1877,47.26%,X
15016299025,11881,Prosser Career Academy HS,2148 N Long Ave,Chicago,Cook,60639-2914,60639,1445,0,1445,1445,100%,X
15016299025,11882,Richards Career Academy HS,5009 S Laflin St,Chicago,Cook,60609-4940,60609,234,0,234,234,100%,X
15016299025,11883,Simeon Career Academy High School,8147 S Vincennes Ave,Chicago,Cook,60620-1761,60620,1375,0,1375,1375,100%,X
15016299025,11885,Corliss High School,821 E 103rd St,Chicago,Cook,60628-3003,60628,316,0,316,316,100%,X
15016299025,11886,Clemente Community Academy HS,1147 N Western Ave,Chicago,Cook,60622-2931,60622,787,0,787,787,100%,X
15016299025,11887,Manley Career Academy High School,2935 W Polk St,Chicago,Cook,60612-3904,60612,136,0,136,136,100%,X
15016299025,11888,Curie Metropolitan High School,4959 S Archer Ave,Chicago,Cook,60632-3622,60632,2942,0,2942,2942,100%,X
15016299025,11889,Julian High School,10330 S Elizabeth St,Chicago,Cook,60643-2394,60643,597,0,597,597,100%,X
15016299025,11890,Young Magnet High School,211 S Laflin St,Chicago,Cook,60607-5305,60607,1045,0,1045,2174,48.05%,X
15016299025,11891,Collins Academy High School,1313 S Sacramento Dr,Chicago,Cook,60623-2218,60623,297,0,297,297,100%,X
15016299025,11892,Robeson High School,6835 S Normal Blvd,Chicago,Cook,60621-2535,60621,166,0,166,166,100%,X
15016299025,11893,Juarez Community Academy HS,2150 S Laflin St,Chicago,Cook,60608-4409,60608,1751,0,1751,1751,100%,X
15016299025,11895,Chicago HS for Agricult Sciences,3857 W 111th St,Chicago,Cook,60655-4009,60655,422,0,422,726,58.03%,X
15016299025,11897,KIPP Chicago Charter Schools,4818 W Ohio St,Chicago,Cook,60644-1702,60644,2033,0,2033,2033,100%,X
15016299025,11906,Brooks College Prep Academy HS,250 E 111th St,Chicago,Cook,60628-4324,60628,752,0,752,975,77.04%,X
15016299025,11908,Jackson M Elem School,917 W 88th St,Chicago,Cook,60620-3204,60620,354,0,354,354,100%,X
15016299025,11910,Green  W Elem School,1150 W 96th St,Chicago,Cook,60643-1461,60643,371,0,371,371,100%,X
15016299025,11913,Addams Elem School,10810 S Avenue H,Chicago,Cook,60617-6726,60617,721,0,721,721,100%,X
15016299025,11914,Agassiz Elem School,2851 N Seminary Ave,Chicago,Cook,60657-4363,60657,311,0,311,467,66.56%,X
15016299025,11915,Alcott Elem School,2625 N Orchard St,Chicago,Cook,60614-1573,60614,427,0,427,953,44.72%,X
15016299025,11916,Aldridge Elem School,630 E 131st St,Chicago,Cook,60827-1309,60827,204,0,204,204,100%,X
15016299025,11919,Armour Elem School,950 W 33rd Pl,Chicago,Cook,60608-6712,60608,281,0,281,281,100%,X
15016299025,11920,Armstrong G Elem IntL Studies,2110 W Greenleaf Ave,Chicago,Cook,60645-3620,60645,1430,0,1430,1430,100%,X
15016299025,11922,Audubon Elem School,3500 N Hoyne Ave,Chicago,Cook,60618-6112,60618,234,0,234,575,40.55%,X
15016299025,11923,Avalon Park Elem School,8045 S Kenwood Ave,Chicago,Cook,60619-3494,60619,298,0,298,298,100%,X
15016299025,11926,Barnard Elem Comp Math & Sci Ctr,10354 S Charles St,Chicago,Cook,60643-2998,60643,326,0,326,334,97.57%,X
15016299025,11927,Barry Elem School,2828 N Kilbourn Ave,Chicago,Cook,60641-5381,60641,668,0,668,668,100%,X
15016299025,11928,Barton Elem School,7650 S Wolcott Ave,Chicago,Cook,60620-5227,60620,399,0,399,399,100%,X
15016299025,11929,Bass Elem School,1140 W 66th St,Chicago,Cook,60621-1240,60621,454,0,454,454,100%,X
15016299025,11930,Bateman Elem School,4220 N Richmond St,Chicago,Cook,60618-2616,60618,1022,0,1022,1022,100%,X
15016299025,11931,Nicholson Technology Acad Elem Sch,6006 S Peoria St,Chicago,Cook,60621-2114,60621,481,0,481,481,100%,X
15016299025,11932,Beaubien Elem School,5025 N Laramie Ave,Chicago,Cook,60630-2326,60630,790,0,790,1100,71.78%,X
15016299025,11933,Beethoven Elem School,25 W 47th St,Chicago,Cook,60609-4627,60609,389,0,389,389,100%,X
15016299025,11934,Beidler Elem School,3151 W Walnut St,Chicago,Cook,60612-1836,60612,448,0,448,448,100%,X
15016299025,11935,Belding Elem School,4257 N Tripp Ave,Chicago,Cook,60641-2042,60641,467,0,467,516,90.43%,X
15016299025,11936,Bell Elem School,3730 N Oakley Ave,Chicago,Cook,60618-4813,60618,256,0,256,963,26.54%,X
15016299025,11937,Bennett Elem School,10115 S Prairie Ave,Chicago,Cook,60628-2135,60628,301,0,301,301,100%,X
15016299025,11939,Black Magnet Elem School,9101 S Euclid Ave,Chicago,Cook,60617-3749,60617,439,0,439,439,100%,X
15016299025,11940,Blaine Elem School,1420 W Grace St,Chicago,Cook,60613-2802,60613,247,0,247,838,29.46%,X
15016299025,11941,Bond Elem School,7050 S May St,Chicago,Cook,60621-1114,60621,299,0,299,299,100%,X
15016299025,11942,Boone Elem School,6710 N Washtenaw Ave,Chicago,Cook,60645-4511,60645,832,0,832,832,100%,X
15016299025,11943,Bradwell Comm Arts & Sci Elem Sch,7736 S Burnham Ave,Chicago,Cook,60649-4702,60649,499,0,499,499,100%,X
15016299025,11944,Haley Elem Academy,11411 S Eggleston Ave,Chicago,Cook,60628-4737,60628,542,0,542,542,100%,X
15016299025,11945,Brennemann Elem School,4251 N Clarendon Ave,Chicago,Cook,60613-1523,60613,445,0,445,445,100%,X
15016299025,11946,Brentano Elem Math & Science Acad,2723 N Fairfield Ave,Chicago,Cook,60647-1827,60647,501,0,501,501,100%,X
15016299025,11947,Bridge Elem School,3800 N New England Ave,Chicago,Cook,60634-2346,60634,1038,0,1038,1122,92.51%,X
15016299025,11948,Bright Elem School,10740 S Calhoun Ave,Chicago,Cook,60617-6418,60617,296,0,296,296,100%,X
15016299025,11949,Brown  W Elem School,54 N Hermitage Ave,Chicago,Cook,60612-2631,60612,255,0,255,255,100%,X
15016299025,11950,Brownell Elem School,6741 S Michigan Ave,Chicago,Cook,60637-3920,60637,218,0,218,218,100%,X
15016299025,11951,Bouchet Elem Math & Science Acad,7355 S Jeffery Blvd,Chicago,Cook,60649-3121,60649,612,0,612,612,100%,X
15016299025,11952,Budlong Elem School,2701 W Foster Ave,Chicago,Cook,60625-3507,60625,775,0,775,775,100%,X
15016299025,11953,Burbank Elem School,2035 N Mobile Ave,Chicago,Cook,60639-3809,60639,909,0,909,909,100%,X
15016299025,11954,Burke Elem School,5356 S King Dr,Chicago,Cook,60615-3643,60615,434,0,434,434,100%,X
15016299025,11955,Burley Elem School,1630 W Barry Ave,Chicago,Cook,60657-3016,60657,161,0,161,538,29.85%,X
15016299025,11956,Burnham Elem Inclusive Academy,9928 S Crandon Ave,Chicago,Cook,60617-5294,60617,533,0,533,533,100%,X
15016299025,11957,Castellanos Elem School,2524 S Central Park Ave,Chicago,Cook,60623-3940,60623,606,0,606,606,100%,X
15016299025,11958,Burnside Elem Scholastic Academy,650 E 91st Pl,Chicago,Cook,60619-7698,60619,468,0,468,468,100%,X
15016299025,11959,Burr Elem School,1621 W Wabansia Ave,Chicago,Cook,60622-1439,60622,281,0,281,436,64.4%,X
15016299025,11960,Burroughs Elem School,3542 S Washtenaw Ave,Chicago,Cook,60632-1639,60632,480,0,480,480,100%,X
15016299025,11961,Brunson Math & Sci Specialty Elem,932 N Central Ave,Chicago,Cook,60651-2705,60651,488,0,488,488,100%,X
15016299025,11963,Byrne Elem School,5329 S Oak Park Ave,Chicago,Cook,60638-1117,60638,497,0,497,679,73.11%,X
15016299025,11964,Caldwell Elem Acad of Math & Sci,8546 S Cregier Ave,Chicago,Cook,60617-2296,60617,272,0,272,272,100%,X
15016299025,11966,Cameron Elem School,1234 N Monticello Ave,Chicago,Cook,60651-2217,60651,787,0,787,787,100%,X
15016299025,11967,Canty Elem School,3740 N Panama Ave,Chicago,Cook,60634-2021,60634,583,0,583,866,67.32%,X
15016299025,11968,Carnegie Elem School,1414 E 61st Pl,Chicago,Cook,60637-2999,60637,638,0,638,638,100%,X
15016299025,11970,Carroll Elem School,2929 W 83rd St,Chicago,Cook,60652-3400,60652,434,0,434,434,100%,X
15016299025,11971,Carter Elem School,5740 S Michigan Ave,Chicago,Cook,60637-1156,60637,435,0,435,435,100%,X
15016299025,11972,Cassell Elem School,11314 S Spaulding Ave,Chicago,Cook,60655-2736,60655,159,0,159,414,38.17%,X
15016299025,11973,Cather Elem School,2908 W Washington Blvd,Chicago,Cook,60612-1934,60612,389,0,389,389,100%,X
15016299025,11974,Chalmers Elem Specialty School,2745 W Roosevelt Rd,Chicago,Cook,60608-1047,60608,380,0,380,380,100%,X
15016299025,11975,Chappell Elem School,2135 W Foster Ave,Chicago,Cook,60625-1268,60625,584,0,584,584,100%,X
15016299025,11976,Chase Elem School,2021 N Point St,Chicago,Cook,60647-4016,60647,425,0,425,425,100%,X
15016299025,11977,Clay Elem School,13231 S Burley Ave,Chicago,Cook,60633-1492,60633,628,0,628,628,100%,X
15016299025,11978,Cleveland Elem School,3121 W Byron St,Chicago,Cook,60618-3403,60618,565,0,565,565,100%,X
15016299025,11979,Clinton Elem School,6110 N Fairfield Ave,Chicago,Cook,60659-2647,60659,1210,0,1210,1210,100%,X
15016299025,11980,Clissold Elem School,2350 W 110th Pl,Chicago,Cook,60643-3993,60643,376,0,376,513,73.15%,X
15016299025,11981,Coles Elem Language Academy,8441 S Yates Blvd,Chicago,Cook,60617-1995,60617,436,0,436,436,100%,X
15016299025,11983,Columbus Elem School,1003 N Leavitt St,Chicago,Cook,60622-3522,60622,290,0,290,290,100%,X
15016299025,11984,Cook Elem School,8150 S Bishop St,Chicago,Cook,60620-3854,60620,384,0,384,384,100%,X
15016299025,11985,Coonley Elem School,4046 N Leavitt St,Chicago,Cook,60618-2922,60618,402,0,402,1008,39.81%,X
15016299025,11986,Cooper Elem Dual Language Academy,1624 W 19th St,Chicago,Cook,60608-2902,60608,460,0,460,460,100%,X
15016299025,11987,Corkery Elem School,2510 S Kildare Ave,Chicago,Cook,60623-3660,60623,530,0,530,530,100%,X
15016299025,11988,Crown Elem Comm Acd Fine Arts Ctr,2128 S Saint Louis Ave,Chicago,Cook,60623-3121,60623,266,0,266,266,100%,X
15016299025,11989,Darwin Elem School,3116 W Belden Ave,Chicago,Cook,60647-2806,60647,533,0,533,533,100%,X
15016299025,11990,Davis N Elem School,3014 W 39th Pl,Chicago,Cook,60632-2402,60632,744,0,744,744,100%,X
15016299025,11991,Dawes Elem School,3810 W 81st Pl,Chicago,Cook,60652-2400,60652,994,0,994,994,100%,X
15016299025,11993,Deneen Elem School,7240 S Wabash Ave,Chicago,Cook,60619-1092,60619,524,0,524,524,100%,X
15016299025,11994,Dett Elem School,2131 W Monroe St,Chicago,Cook,60612-3014,60612,316,0,316,316,100%,X
15016299025,11995,Chopin Elem School,2450 W Rice St,Chicago,Cook,60622-4612,60622,433,0,433,433,100%,X
15016299025,11996,Dever Elem School,3436 N Osceola Ave,Chicago,Cook,60634-3344,60634,648,0,648,784,82.57%,X
15016299025,11997,Dewey Elem Academy of Fine Arts,5415 S Union Ave,Chicago,Cook,60609-5244,60609,423,0,423,423,100%,X
15016299025,11998,Disney Elem Magnet School,4140 N Marine Dr,Chicago,Cook,60613-2311,60613,1306,0,1306,1567,83.3%,X
15016299025,11999,Dixon Elem School,8306 S Saint Lawrence Ave,Chicago,Cook,60619-5791,60619,567,0,567,567,100%,X
15016299025,12003,James R Doolittle Academy,535 E 35th St,Chicago,Cook,60616-4111,60616,280,0,280,280,100%,X
15016299025,12004,Dore Elem School,6108 S Natoma Ave,Chicago,Cook,60638-4116,60638,533,0,533,718,74.19%,X
15016299025,12006,Drake Elem School,2710 S Dearborn St,Chicago,Cook,60616-2684,60616,356,0,356,356,100%,X
15016299025,12007,Drummond Elem School,1845 W Cortland St,Chicago,Cook,60622-1036,60622,131,0,131,349,37.35%,X
15016299025,12008,Dubois Elem School,330 E 133rd St,Chicago,Cook,60827-1807,60827,237,0,237,237,100%,X
15016299025,12009,Dulles Elem School,6311 S Calumet Ave,Chicago,Cook,60637-3198,60637,664,0,664,664,100%,X
15016299025,12011,Dunne Technology Acad Elem Sch,10845 S Union Ave,Chicago,Cook,60628-3115,60628,259,0,259,259,100%,X
15016299025,12012,Dvorak Technology Acad Elem Sch,3615 W 16th St,Chicago,Cook,60623-2001,60623,391,0,391,391,100%,X
15016299025,12013,Earle Elem School,2040 W 62nd St,Chicago,Cook,60636-2153,60636,420,0,420,420,100%,X
15016299025,12014,Eberhart Elem School,3400 W 65th Pl,Chicago,Cook,60629-3402,60629,1388,0,1388,1388,100%,X
15016299025,12015,Ebinger Elem School,7350 W Pratt Ave,Chicago,Cook,60631-1121,60631,227,0,227,838,27.07%,X
15016299025,12016,Edgebrook Elem School,6525 N Hiawatha Ave,Chicago,Cook,60646-2938,60646,98,0,98,510,19.19%,X
15016299025,12018,Edwards Elem School,4815 S Karlov Ave,Chicago,Cook,60632-4123,60632,1550,0,1550,1550,100%,X
15016299025,12020,Ellington Elem School,243 N Parkside Ave,Chicago,Cook,60644-2243,60644,534,0,534,534,100%,X
15016299025,12023,Ericson Elem Scholastic Academy,3600 W 5th Ave,Chicago,Cook,60624-3162,60624,478,0,478,478,100%,X
15016299025,12024,Esmond Elem School,1865 W Montvale Ave,Chicago,Cook,60643-4217,60643,277,0,277,277,100%,X
15016299025,12025,Everett Elem School,3419 S Bell Ave,Chicago,Cook,60608-6010,60608,203,0,203,203,100%,X
15016299025,12026,Evers Elem School,9811 S Lowe Ave,Chicago,Cook,60628-1014,60628,284,0,284,284,100%,X
15016299025,12027,Falconer Elem School,3020 N Lamon Ave,Chicago,Cook,60641-5195,60641,1187,0,1187,1187,100%,X
15016299025,12028,Faraday Elem School,3250 W Monroe St,Chicago,Cook,60624-2919,60624,288,0,288,288,100%,X
15016299025,12029,Farnsworth Elem School,5414 N Linder Ave,Chicago,Cook,60630-1329,60630,517,0,517,608,84.93%,X
15016299025,12032,Fernwood Elem School,10041 S Union Ave,Chicago,Cook,60628-1824,60628,303,0,303,303,100%,X
15016299025,12033,Field Elem School,7019 N Ashland Blvd,Chicago,Cook,60626-2716,60626,160,0,160,160,100%,X
15016299025,12034,Fiske Elem School,6020 S Langley Ave,Chicago,Cook,60637-2595,60637,475,0,475,475,100%,X
15016299025,12035,Fort Dearborn Elem School,9025 S Throop St,Chicago,Cook,60620-3523,60620,371,0,371,371,100%,X
15016299025,12036,Franklin Elem Fine Arts Center,225 W Evergreen Ave,Chicago,Cook,60610-1813,60610,228,0,228,373,60.99%,X
15016299025,12038,Fuller Elem School,4214 S Saint Lawrence Ave,Chicago,Cook,60653-2926,60653,380,0,380,380,100%,X
15016299025,12039,Fulton Elem School,5300 S Hermitage Ave,Chicago,Cook,60609-5726,60609,341,0,341,341,100%,X
15016299025,12040,Funston Elem School,2010 N Central Park Ave,Chicago,,60647-3659,60647,473,0,473,473,100%,X
15016299025,12041,Gale Elem Community Academy,1631 W Jonquil Ter,Chicago,Cook,60626-1103,60626,323,0,323,323,100%,X
15016299025,12042,Gallistel Elem Language Academy,10347 S Ewing Ave,Chicago,Cook,60617-6028,60617,794,0,794,794,100%,X
15016299025,12043,Garvy  J Elem School,5225 N Oak Park Ave,Chicago,Cook,60656-2139,60656,457,0,457,833,54.76%,X
15016299025,12044,Gary Elem School,3740 W 31st St,Chicago,Cook,60623-5035,60623,1126,0,1126,1126,100%,X
15016299025,12047,Goethe Elem School,2236 N Rockwell St,Chicago,Cook,60647-3004,60647,768,0,768,768,100%,X
15016299025,12049,Owens Community Academy ES,12302 S State St,Chicago,Cook,60628-6811,60628,403,0,403,403,100%,X
15016299025,12050,Goudy Technology Academy,5120 N Winthrop Ave,Chicago,Cook,60640-3112,60640,711,0,711,711,100%,X
15016299025,12051,Graham  A Elem School,4436 S Union Ave,Chicago,Cook,60609-3465,60609,418,0,418,418,100%,X
15016299025,12053,Gray Elem School,3730 N Laramie Ave,Chicago,Cook,60641-3338,60641,1106,0,1106,1106,100%,X
15016299025,12054,Greeley Elem School,832 W Sheridan Rd,Chicago,Cook,60613-3004,60613,573,0,573,573,100%,X
15016299025,12055,Greene N Elem School,3525 S Honore St,Chicago,Cook,60609-1210,60609,663,0,663,663,100%,X
15016299025,12056,Gregory Math & Sci Elem Academy,3715 W Polk St,Chicago,Cook,60624-4016,60624,356,0,356,356,100%,X
15016299025,12057,Gresham Elem School,8524 S Green St,Chicago,Cook,60620-3234,60620,327,0,327,327,100%,X
15016299025,12058,Grimes Elem School,5450 W 64th Pl,Chicago,Cook,60638-5634,60638,459,0,459,459,100%,X
15016299025,12060,Haines Elem School,247 W 23rd Pl,Chicago,Cook,60616-1907,60616,680,0,680,689,98.59%,X
15016299025,12061,Gillespie Elem School,9301 S State St,Chicago,Cook,60619-7296,60619,500,0,500,500,100%,X
15016299025,12062,Hale Elem School,6140 S Melvina Ave,Chicago,Cook,60638-4300,60638,903,0,903,937,96.34%,X
15016299025,12063,Hamilton Elem School,1650 W Cornelia Ave,Chicago,Cook,60657-1228,60657,193,0,193,480,40.09%,X
15016299025,12064,Hamline Elem School,4747 S Bishop St,Chicago,Cook,60609-4206,60609,545,0,545,545,100%,X
15016299025,12065,Hammond Elem School,2819 W 21st Pl,Chicago,Cook,60623-3503,60623,441,0,441,441,100%,X
15016299025,12066,Bret Harte Elem School,1556 E 56th St,Chicago,Cook,60637-1911,60637,320,0,320,320,100%,X
15016299025,12068,Harvard Elem School,7525 S Harvard Ave,Chicago,Cook,60620-1616,60620,396,0,396,396,100%,X
15016299025,12069,Haugan Elem School,4540 N Hamlin Ave,Chicago,Cook,60625-5928,60625,918,0,918,918,100%,X
15016299025,12070,Hawthorne Elem Scholastic Academy,3319 N Clifton Ave,Chicago,Cook,60657-2224,60657,178,0,178,568,31.33%,X
15016299025,12071,Hayt Elem School,1518 W Granville Ave,Chicago,Cook,60660-1812,60660,1011,0,1011,1011,100%,X
15016299025,12072,Healy Elem School,3010 S Parnell Ave,Chicago,Cook,60616-3199,60616,1422,0,1422,1422,100%,X
15016299025,12073,Hearst Elem School,4640 S Lamon Ave,Chicago,Cook,60638-2044,60638,365,0,365,365,100%,X
15016299025,12074,Hedges Elem School,4747 S Winchester Ave,Chicago,Cook,60609-4140,60609,670,0,670,670,100%,X
15016299025,12075,Hefferan Elem School,4409 W Wilcox St,Chicago,Cook,60624-2550,60624,352,0,352,352,100%,X
15016299025,12076,Henderson Elem School,5650 S Wolcott Ave,Chicago,Cook,60636-1127,60636,275,0,275,275,100%,X
15016299025,12077,Hendricks Elem Community Academy,4316 S Princeton Ave,Chicago,Cook,60609-3643,60609,249,0,249,249,100%,X
15016299025,12078,Henry Elem School,4250 N Saint Louis Ave,Chicago,Cook,60618-1121,60618,528,0,528,528,100%,X
15016299025,12081,Herzl Elem School,3711 W Douglas Blvd,Chicago,Cook,60623-1413,60623,958,0,958,958,100%,X
15016299025,12082,Hibbard Elem School,3244 W Ainslie St,Chicago,Cook,60625-5018,60625,994,0,994,994,100%,X
15016299025,12083,Higgins Elem Community Academy,11710 S Morgan St,Chicago,Cook,60643-5249,60643,276,0,276,276,100%,X
15016299025,12084,King Academy of Social Justice,644 W 71st St,Chicago,Cook,60621-2357,60621,248,0,248,248,100%,X
15016299025,12085,Hitch Elem School,5625 N McVicker Ave,Chicago,Cook,60646-6102,60646,458,0,458,548,83.49%,X
15016299025,12086,Holden Elem School,1104 W 31st St,Chicago,Cook,60608-5602,60608,508,0,508,508,100%,X
15016299025,12087,Holmes Elem School,955 W Garfield Blvd,Chicago,Cook,60621-2240,60621,170,0,170,170,100%,X
15016299025,12088,Howe Elem School,720 N Lorel Ave,Chicago,Cook,60644-1666,60644,488,0,488,488,100%,X
15016299025,12090,Hoyne Elem School,8905 S Crandon Ave,Chicago,Cook,60617-3095,60617,253,0,253,253,100%,X
15016299025,12091,Hughes  C Elem School,4247 W 15th St,Chicago,Cook,60623-1929,60623,257,0,257,257,100%,X
15016299025,12092,Hurley Elem School,3849 W 69th Pl,Chicago,Cook,60629-4210,60629,834,0,834,834,100%,X
15016299025,12093,Irving Elem School,749 S Oakley Blvd,Chicago,Cook,60612-3514,60612,447,0,447,447,100%,X
15016299025,12094,Jackson A Elem Language Acad,1340 W Harrison St,Chicago,Cook,60607-3317,60607,305,0,305,550,55.32%,X
15016299025,12095,Jahn Elem School,3149 N Wolcott Ave,Chicago,Cook,60657-2044,60657,313,0,313,313,100%,X
15016299025,12096,Jamieson Elem School,5650 N Mozart St,Chicago,Cook,60659-4823,60659,920,0,920,920,100%,X
15016299025,12098,Jenner Elem Academy of the Arts,1119 N Cleveland Ave,Chicago,Cook,60610-2426,60610,258,0,258,258,100%,X
15016299025,12099,Jensen Elem Scholastic Academy,3030 W Harrison St,Chicago,Cook,60612-3343,60612,417,0,417,417,100%,X
15016299025,12100,Pilsen Elem Community Academy,1420 W 17th St,Chicago,Cook,60608-2121,60608,335,0,335,335,100%,X
15016299025,12101,Johnson Elem School,1420 S Albany Ave,Chicago,Cook,60623-2205,60623,429,0,429,429,100%,X
15016299025,12102,Jungman Elem School,1746 S Miller St,Chicago,Cook,60608-2313,60608,286,0,286,286,100%,X
15016299025,12103,Kellogg Elem School,9241 S Leavitt St,Chicago,Cook,60643-6318,60643,164,0,164,259,62.97%,X
15016299025,12104,Kershaw Elem School,6450 S Lowe Ave,Chicago,Cook,60621-2706,60621,267,0,267,267,100%,X
15016299025,12106,Kilmer Elem School,6700 N Greenview Ave,Chicago,Cook,60626-4208,60626,774,0,774,774,100%,X
15016299025,12108,Kinzie Elem School,5625 S Mobile Ave,Chicago,Cook,60638-3459,60638,535,0,535,695,76.87%,X
15016299025,12109,Kipling Elem School,9351 S Lowe Ave,Chicago,Cook,60620-2324,60620,304,0,304,304,100%,X
15016299025,12111,Lozano Elem Bilingual & Intl Ctr,1501 N Greenview Ave,Chicago,Cook,60642-2355,60642,204,0,204,204,100%,X
15016299025,12112,Kozminski Elem Community Academy,936 E 54th St,Chicago,Cook,60615-5074,60615,263,0,263,263,100%,X
15016299025,12114,LaSalle Elem Language Academy,1734 N Orleans St,Chicago,Cook,60614-5797,60614,256,0,256,561,45.63%,X
